,Power Emissions,H2 Emissions,DAC Emissions,Biorefinery Emissions,Bioresource Emissions,DAC Capture,Biorefinery Capture,CO2 Pipeline Loss,Power Emissions,H2 Emissions,DAC Emissions,Biorefinery Emissions,Bioresource Emissions,DAC Capture,Biorefinery Capture,CO2 Pipeline Loss,Power Emissions,H2 Emissions,DAC Emissions,Biorefinery Emissions,Bioresource Emissions,DAC Capture,Biorefinery Capture,CO2 Pipeline Loss
t85,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t86,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t87,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t88,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,4486.573323819418,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t89,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t90,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t91,0.0,192.13450964931127,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,4486.573323819418,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t92,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t93,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,364.95856805422454,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t94,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,4486.573323819418,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t95,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,2394.5345094589125,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t96,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t97,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,949.0586590164568,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t98,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t99,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t100,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t101,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t102,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t103,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t104,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t105,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t106,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t107,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t108,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t109,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,7207.402477532475,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t110,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,10974.718196920161,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t111,2653.589211525954,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,12318.029035427362,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,247.75580014080006,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t112,6372.146456503674,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,12318.029035427362,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t113,10195.204518867475,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,12318.029035427362,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,247.75580014080006,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t114,12236.02312650284,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,12318.029035427362,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,225.90729415248904,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t115,12317.296561385187,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,12503.006821010722,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,1347.3006400237084,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t116,12461.78266784269,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,12831.856217603361,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.0,139.36263757920003,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t117,12317.296561385187,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,12503.006821010722,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,387.1184377200001,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t118,12236.02312650284,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,12318.029035427362,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,139.36263757920003,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t119,12236.02312650284,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,12318.029035427362,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,387.1184377200001,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t120,12236.02312650284,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,12318.029035427362,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,247.75580014080006,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t121,4959.18763746919,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,6540.004934247569,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t122,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t123,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t124,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t125,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t126,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t127,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t128,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t129,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.7065130898826,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t130,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t131,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t132,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,0.0,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t133,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,2088.1804308918604,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,139.36263757920003,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t134,4535.657825046369,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,8168.134552826398,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,387.1184377200001,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t135,10513.284483449079,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,11436.328591009842,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,417.223620607841,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t136,12236.02312650284,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,11436.328591009842,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,494.51555917011245,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t137,10021.024530149125,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,11436.328591009842,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,1266.8728472036353,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t138,12236.02312650284,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,11436.328591009842,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,1973.3037610179638,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t139,10021.024530149125,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,11436.328591009842,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,1678.4552469533096,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t140,12236.02312650284,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,11436.328591009842,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,827.038501545954,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t141,12236.02312650284,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,10867.194302729711,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,486.5146519812798,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t142,10021.024530149125,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,8034.51732830283,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,387.1184377200001,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t143,12236.02312650284,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,7010.27081846784,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,625.6353099855901,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t144,10021.024530149125,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,7010.27081846784,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,772.2826589129314,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t145,9293.375340550672,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,7010.27081846784,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,387.1184377200001,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t146,3159.0316150920576,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,6104.987270129801,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,387.1184377200001,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t147,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,3647.692671577063,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,387.1184377200001,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t148,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,2190.8618464253605,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,572.6504277312303,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t149,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,410.585449807319,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t150,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,139.36263757920003,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t151,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,511.3869616640381,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t152,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,852.242558119122,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t153,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,647.686723582072,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t154,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,511.44062231142516,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t155,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,1171.794882418285,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.2219178497749383
t156,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,2413.2411790589817,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t157,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,0.0,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,3186.2208907940603,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t158,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,4486.573323819418,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,3186.2208907940603,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t159,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,4878.097741248176,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,3186.2208907940603,184.0448371854315,0.0,0.0,0.0,-0.0,-0.0,0.21194319732888098
t160,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,7010.27081846784,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,3186.2208907940603,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t161,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,7010.27081846784,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,3186.2208907940603,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t162,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,7010.27081846784,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,3186.2208907940603,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t163,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,7010.27081846784,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,3186.2208907940603,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t164,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,7010.27081846784,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,3186.2208907940603,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t165,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,7010.27081846784,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,3186.2208907940603,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t166,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,6312.914874456463,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,3186.2208907940603,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t167,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,2318.300338186529,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,3186.2208907940603,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
t168,0.0,197.23129720933116,0.0,31.605642824850523,210.57535905844477,-0.0,-5478.311422974092,0.0,6804.873662005947,405.26637439957744,0.0,0.0,0.0,-0.0,-0.0,0.5826845415112288,2433.679710488996,192.70651308988263,0.0,0.0,0.0,-0.0,-0.0,0.22191784977493834
