,Power CCS,H2 CCS,DAC Capture,Biorefinery Capture,CO2 Pipeline Import,CO2 Storage,Power CCS,H2 CCS,DAC Capture,Biorefinery Capture,CO2 Pipeline Import,CO2 Storage,Power CCS,H2 CCS,DAC Capture,Biorefinery Capture,CO2 Pipeline Import,CO2 Storage
t83,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t84,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t85,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t86,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t87,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t88,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t89,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t90,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t91,0.0,1496.2755602844434,0.0,5738.42196804652,8180.297408341888,-15414.99493667285,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t92,0.0,2959.8997946522263,0.0,5738.42196804652,8180.297408341888,-16878.61917104063,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t93,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t94,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t95,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t96,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t97,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t98,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t99,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t100,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t101,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t102,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t103,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t104,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t105,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t106,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t107,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t108,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t109,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t110,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t111,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t112,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t113,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t114,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t115,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t116,0.0,2962.28069060265,0.0,5738.42196804652,0.0,-8700.70265864917,0.0,6486.838088312207,0.0,0.0,3128.2513214670125,-9615.089409779219,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t117,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t118,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t119,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t120,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t121,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t122,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t123,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t124,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t125,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t126,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t127,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t128,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t129,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t130,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t131,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t132,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t133,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t134,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t135,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t136,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t137,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t138,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t139,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t140,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t141,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t142,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t143,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t144,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t145,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t146,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t147,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t148,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t149,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t150,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t151,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t152,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t153,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t154,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t155,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t156,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t157,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t158,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t159,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5537.57725905977,-949.2608292524367,0.0,2643.515802192613,0.0,0.0,-2643.515802192613,-0.0
t160,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t161,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t162,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t163,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t164,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t165,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t166,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t167,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
t168,0.0,2962.28069060265,0.0,5738.42196804652,8180.297408341888,-16881.000066991055,0.0,6486.838088312207,0.0,0.0,-5052.647427101568,-1434.1906612106393,0.0,3128.4812817318907,0.0,0.0,-3128.4812817318907,-0.0
